保利领秀前城,青秀,4室 2厅 2卫,14414 元/m²,111平方米,2018年,南,中层(共33层),精装修,有,22.800504,108.429898
朗怡居,江海区,2室 1厅 2卫,8471 元/m²,85平方米,2007年,南,中层(共9层),精装修,有,22.569431,113.111298
天鹅湾,江海区,3室 2厅 1卫,12315 元/m²,108平方米,2015年,南,低层(共28层),精装修,有,22.570211,113.116396
天鹅湾,江海区,7室 3厅 3卫,9524 元/m²,210平方米,2013年,南,共4层,豪华装修,有,22.570211,113.116396
星海湾,江海区,4室 2厅 3卫,10150 元/m²,133平方米,2017年,南北,高层(共32层),毛坯,有,22.576325,113.09693
星海湾,江海区,3室 2厅 2卫,11313 元/m²,99平方米,2016年,南北,高层(共27层),毛坯,有,22.576325,113.09693
格林春天,江海区,3室 2厅 2卫,9474 元/m²,95平方米,2015年,西南,中层(共17层),毛坯,有,22.600815,113.126684
星海湾,江海区,3室 2厅 2卫,10588 元/m²,85平方米,2017年,北,低层(共27层),毛坯,有,22.576325,113.09693
天鹅湾,江海区,3室 2厅 2卫,10259 元/m²,116平方米,2016年,东北,高层(共18层),毛坯,有,22.570211,113.116396
龙溪新城,江海区,3室 2厅 1卫,9688 元/m²,96平方米,2018年,南,高层(共32层),毛坯,有,22.59613,113.168128
龙溪新城,江海区,5室 2厅 3卫,10282 元/m²,144.9平方米,2016年,南,中层(共31层),毛坯,有,22.59613,113.168128
天鹅湾,江海区,3室 2厅 1卫,8571 元/m²,105平方米,2015年,南,高层(共22层),毛坯,有,22.570211,113.116396
龙溪新城,江海区,4室 2厅 2卫,10113 元/m²,128.6平方米,2016年,南北,中层(共31层),毛坯,有,22.59613,113.168128
龙溪新城,江海区,3室 2厅 2卫,9701 元/m²,107平方米,2017年,南,低层(共31层),毛坯,有,22.59613,113.168128
天鹅湾,江海区,2室 2厅 1卫,10958 元/m²,84平方米,2010年,南,低层(共22层),精装修,有,22.570211,113.116396
天鹅湾,江海区,3室 2厅 2卫,10407 元/m²,118平方米,2009年,南北,中层(共9层),精装修,有,22.570211,113.116396
星海湾,江海区,4室 2厅 3卫,9924 元/m²,132平方米,2017年,南北,中层(共28层),毛坯,有,22.576325,113.09693
龙溪新城,江海区,3室 2厅 2卫,9019 元/m²,104平方米,2017年,南,低层(共31层),毛坯,有,22.59613,113.168128
珑山居,江海区,3室 2厅 2卫,11000 元/m²,100平方米,2017年,南北,高层(共13层),精装修,有,22.599597,113.149591
星海湾,江海区,3室 2厅 2卫,9762 元/m²,84平方米,2015年,南,中层(共28层),毛坯,有,22.576325,113.09693
合景叠翠峰,江海区,3室 2厅 2卫,10000 元/m²,90平方米,2019年,南,中层(共30层),精装修,无,22.559584,113.11681
龙溪新城,江海区,3室 2厅 2卫,10341 元/m²,102.5平方米,2017年,南,高层(共30层),简单装修,有,22.59613,113.168128
文华豪庭,江海区,3室 2厅 1卫,6237 元/m²,93平方米,2009年,南,低层(共25层),精装修,有,22.560932,113.093939
江海怡景湾,江海区,3室 2厅 2卫,9773 元/m²,88平方米,2017年,南,低层(共21层),精装修,有,22.563293,113.107232
银泉花园E区,江海区,3室 2厅 2卫,6922 元/m²,99.7平方米,2005年,南北,高层(共7层),简单装修,无,22.576125,113.122319
龙溪新城,江海区,3室 2厅 2卫,10630 元/m²,100.7平方米,2017年,南,中层(共30层),毛坯,有,22.59613,113.168128
朗晴新天地,江海区,2室 2厅 1卫,8842 元/m²,95平方米,2013年,南,低层(共28层),精装修,有,22.569032,113.090597
凯旋堡,江海区,1室 1厅 1卫,8534 元/m²,58平方米,2017年,南,低层(共18层),毛坯,有,22.580713,113.103214
凤鸣苑,江海区,3室 2厅 1卫,8500 元/m²,80平方米,2003年,南,中层(共7层),精装修,无,22.583816,113.108944
帕佳图双子星广场,江海区,4室 2厅 2卫,11440 元/m²,125平方米,2019年,南北,低层(共32层),精装修,有,22.561045,113.110183
蓬苑小区,江海区,2室 2厅 1卫,5205 元/m²,73平方米,1997年,南北,中层(共8层),精装修,无,22.583356,113.104271
合景叠翠峰,江海区,3室 2厅 2卫,10430 元/m²,93平方米,2017年,南,中层(共28层),精装修,有,22.559584,113.11681
龙溪新城,江海区,3室 2厅 2卫,9640 元/m²,107.7平方米,2017年,南,中层(共30层),毛坯,有,22.59613,113.168128
汇嘉南湾,江海区,3室 2厅 2卫,9708 元/m²,97.9平方米,2016年,南北,高层(共25层),毛坯,有,22.571608,113.095795
天鹅湾,江海区,3室 2厅 2卫,9648 元/m²,142平方米,2009年,南北,中层(共9层),精装修,有,22.570211,113.116396
银城花园,江海区,3室 2厅 2卫,8559 元/m²,111平方米,2016年,南北,中层(共11层),精装修,有,22.568408,113.10336
银泉花园E区,江海区,3室 2厅 1卫,8298 元/m²,94平方米,2001年,南,中层(共7层),简单装修,无,22.576125,113.122319
龙溪新城,江海区,4室 2厅 3卫,10282 元/m²,144.9平方米,2016年,南北,中层(共32层),毛坯,有,22.59613,113.168128
朗怡居,江海区,1室 1厅 1卫,8533 元/m²,52.5平方米,2007年,南,高层(共9层),精装修,有,22.569431,113.111298
康城,江海区,3室 2厅 2卫,11406 元/m²,87.7平方米,2015年,南,高层(共28层),精装修,有,22.566554,113.113734
龙溪新城,江海区,3室 2厅 2卫,9818 元/m²,110平方米,2017年,南,中层(共31层),精装修,有,22.59613,113.168128
龙溪新城,江海区,3室 2厅 1卫,10316 元/m²,95平方米,2017年,南北,高层(共32层),毛坯,有,22.59613,113.168128
银泉花园E区,江海区,3室 2厅 1卫,8298 元/m²,94平方米,2007年,南北,中层(共7层),精装修,无,22.576125,113.122319
星海湾,江海区,3室 2厅 2卫,11313 元/m²,99平方米,2017年,南北,高层(共27层),毛坯,有,22.576325,113.09693
朗怡居,江海区,2室 1厅 2卫,8471 元/m²,85平方米,2007年,南,中层(共9层),精装修,有,22.569431,113.111298
温莎北郡,兴宁,3室 2厅 2卫,9507 元/m²,84.2平方米,2015年,南,高层(共30层),毛坯,有,22.918887,108.465384
天健世纪花园,兴宁,3室 2厅 2卫,16514 元/m²,87.2平方米,2013年,南北,高层(共33层),简单装修,有,22.83716,108.34968
嘉和城塞纳右岸,兴宁,6室 2厅 3卫,8022 元/m²,174.5平方米,2016年,南北,中层(共30层),毛坯,有,22.908013,108.448467
格兰云天,兴宁,1室 1厅 1卫,14524 元/m²,42平方米,2008年,北,高层(共23层),简单装修,有,22.82071,108.330463
绿地城,兴宁,3室 2厅 2卫,7818 元/m²,110平方米,2018年,东南,中层(共26层),精装修,有,22.904355,108.441205
明园饭店宿舍,兴宁,2室 2厅 1卫,12143 元/m²,56平方米,1992年,南,中层(共7层),精装修,无,22.829445,108.334504
虹桥新城,兴宁,2室 1厅 1卫,4423 元/m²,52平方米,2019年,东南,低层(共32层),毛坯,有,22.865588,108.393141
荣和山水绿城二期,兴宁,3室 2厅 2卫,13551 元/m²,88.6平方米,2013年,南北,高层(共34层),豪华装修,有,22.862032,108.342314
中海国际社区,兴宁,4室 2厅 2卫,12360 元/m²,89平方米,2014年,南,高层(共33层),精装修,无,22.873047,108.380343
嘉和城温莎南郡,兴宁,3室 2厅 2卫,11263 元/m²,115.4平方米,2012年,南北,中层(共30层),精装修,有,22.915167,108.464859
龙光玖誉府,兴宁,3室 2厅 2卫,7340 元/m²,92.6平方米,2017年,南北,中层(共26层),毛坯,有,22.880224,108.430998
华夏院子,兴宁,4室 2厅 2卫,8000 元/m²,125平方米,2018年,东北,中层(共33层),毛坯,有,22.88968,108.437166
盛天果岭,兴宁,3室 2厅 1卫,13274 元/m²,87.4平方米,2012年,南北,中层(共17层),精装修,有,22.846337,108.37059
军安新村,兴宁,3室 2厅 2卫,8165 元/m²,105.3平方米,2009年,南北,高层(共7层),精装修,无,22.865229,108.337513
保利山渐青,兴宁,3室 2厅 2卫,10522 元/m²,107.4平方米,2015年,南北,中层(共18层),精装修,有,22.893785,108.356665
龙基传媒星城,兴宁,3室 2厅 2卫,8296 元/m²,135平方米,2013年,南,中层(共32层),精装修,有,22.855959,108.374308
荣和山水绿城二期,兴宁,3室 2厅 2卫,13029 元/m²,89平方米,2013年,南北,低层(共24层),豪华装修,有,22.862032,108.342314
金牛小区,兴宁,3室 2厅 1卫,9701 元/m²,74.2平方米,1995年,南北,中层(共6层),精装修,无,22.835264,108.346413
嘉和城塞纳左岸,兴宁,5室 2厅 3卫,9175 元/m²,139.5平方米,2016年,南,中层(共30层),毛坯,有,22.907233,108.447165
大唐印象,兴宁,3室 2厅 2卫,9524 元/m²,84平方米,2018年,南北,中层(共32层),精装修,有,22.863981,108.391022
嘉和城塞纳右岸,兴宁,5室 2厅 3卫,8496 元/m²,133平方米,2015年,南北,中层(共32层),毛坯,有,22.908013,108.448467
嘉和城白鹭前湖,兴宁,3室 2厅 2卫,10044 元/m²,89.6平方米,2015年,南,高层(共31层),精装修,有,22.917549,108.453561
绿地城,兴宁,4室 2厅 2卫,7569 元/m²,144平方米,2019年,南,高层(共32层),精装修,有,22.904355,108.441205
中海国际社区华府,兴宁,3室 2厅 2卫,10112 元/m²,89平方米,2017年,南北,中层(共30层),精装修,有,22.874629,108.382967
皇龙新城,兴宁,3室 2厅 2卫,8212 元/m²,121.8平方米,2011年,南,中层(共11层),精装修,有,22.858006,108.348206
金源一品天下,兴宁,3室 2厅 2卫,8465 元/m²,94.5平方米,2017年,南,中层(共33层),精装修,有,22.870567,108.367889
江宇世纪城二期,兴宁,2室 2厅 1卫,13731 元/m²,48.7平方米,2013年,南,高层(共33层),精装修,有,22.856487,108.337245
嘉和城白鹭前湖,兴宁,3室 2厅 2卫,8928 元/m²,89.6平方米,2017年,南北,中层(共30层),毛坯,有,22.917549,108.453561
盛天果岭,兴宁,1室 1厅 1卫,14088 元/m²,44.7平方米,2012年,南,中层(共25层),精装修,有,22.846337,108.37059
金源橘子郡,兴宁,3室 2厅 2卫,10588 元/m²,102平方米,2011年,南,低层(共11层),精装修,有,22.872627,108.364423
龙光玖誉府,兴宁,4室 2厅 2卫,7934 元/m²,112.2平方米,2018年,南北,高层(共20层),精装修,有,22.880224,108.430998
鑫利华家园,兴宁,2室 1厅 1卫,11046 元/m²,66.1平方米,2014年,南,高层(共31层),精装修,有,22.874672,108.368024
龙基传媒星城,兴宁,3室 2厅 2卫,8669 元/m²,132.7平方米,2013年,南,中层(共28层),毛坯,有,22.855959,108.374308
盛天东郡,兴宁,6室 2厅 3卫,10481 元/m²,241.4平方米,2015年,南,高层(共33层),毛坯,有,22.867139,108.388633
盛天小世界,兴宁,3室 2厅 2卫,10891 元/m²,101平方米,2010年,南北,低层(共34层),精装修,有,22.86742,108.387874
中海国际社区华府,兴宁,4室 2厅 2卫,12256 元/m²,89.8平方米,2001年,南,中层(共33层),精装修,有,22.874629,108.382967
嘉和城白鹭前湖,兴宁,3室 2厅 1卫,9793 元/m²,89.9平方米,2017年,南,低层(共32层),豪华装修,有,22.917549,108.453561
盛天公馆,兴宁,3室 2厅 2卫,14598 元/m²,84.3平方米,2013年,南,低层(共28层),精装修,有,22.839022,108.353054
聚宝苑小区,兴宁,3室 2厅 2卫,9832 元/m²,119平方米,1999年,南,高层(共19层),精装修,有,22.831157,108.340865
荣和山水绿城二期,兴宁,3室 2厅 2卫,12131 元/m²,89平方米,2014年,东南,低层(共28层),精装修,有,22.862032,108.342314
嘉和城温莎南郡,兴宁,2室 2厅 1卫,9445 元/m²,77.3平方米,2014年,南,高层(共30层),精装修,有,22.915167,108.464859
金桂花园,兴宁,3室 2厅 1卫,10186 元/m²,86.4平方米,2006年,南北,中层(共6层),精装修,无,22.837236,108.344928
盛天东郡,兴宁,4室 2厅 2卫,13339 元/m²,138.7平方米,2016年,南,低层(共35层),豪华装修,有,22.867139,108.388633
鑫利华家园,兴宁,2室 1厅 1卫,11046 元/m²,66.1平方米,2014年,南,高层(共31层),精装修,有,22.874672,108.368024
聚宝苑小区,兴宁,3室 2厅 1卫,10000 元/m²,92平方米,2000年,南,低层(共28层),精装修,有,22.831157,108.340865
嘉和城白鹭前湖,兴宁,5室 2厅 3卫,8834 元/m²,131.3平方米,2015年,南,高层(共32层),毛坯,有,22.917549,108.453561
广西电视局宿舍,兴宁,4室 2厅 2卫,10839 元/m²,143平方米,2013年,南北,中层(共22层),精装修,有,22.850715,108.372566
大嘉汇东城,兴宁,1室 1厅 1卫,10905 元/m²,36.7平方米,2014年,南北,中层(共22层),精装修,有,22.871015,108.376859
中海国际社区,兴宁,4室 2厅 2卫,10652 元/m²,92平方米,2015年,南,低层(共33层),精装修,有,22.873047,108.380343
嘉和城白鹭中洲,兴宁,4室 2厅 2卫,8933 元/m²,128.7平方米,2019年,南,中层(共32层),精装修,有,22.918249,108.44509
中海国际社区华府,兴宁,4室 2厅 2卫,12841 元/m²,88平方米,2014年,东南,低层(共32层),精装修,有,22.874629,108.382967
澳华花园,兴宁,2室 2厅 1卫,8750 元/m²,80平方米,2010年,北,高层(共7层),精装修,无,22.870709,108.353866
龙基传媒星城,兴宁,3室 2厅 2卫,8669 元/m²,132.7平方米,2013年,南,中层(共28层),毛坯,有,22.855959,108.374308
龙基传媒星城,兴宁,3室 2厅 2卫,9094 元/m²,85.8平方米,2014年,南,中层(共32层),精装修,有,22.855959,108.374308
嘉和城塞纳左岸,兴宁,3室 2厅 2卫,10466 元/m²,84.1平方米,2016年,南北,低层(共32层),精装修,有,22.907233,108.447165
瀚林美筑,兴宁,3室 2厅 2卫,13624 元/m²,88.1平方米,2015年,东南,中层(共17层),精装修,有,22.859419,108.352227
绿地城,兴宁,3室 2厅 2卫,8586 元/m²,99平方米,2019年,南北,中层(共28层),豪华装修,有,22.904355,108.441205
荣和山水绿城一期,兴宁,3室 2厅 1卫,10785 元/m²,78.8平方米,2013年,南,高层(共33层),精装修,有,22.86197,108.339938
荣和山水绿城二期,兴宁,3室 2厅 2卫,12580 元/m²,89平方米,2015年,南,低层(共34层),精装修,有,22.862032,108.342314
龙基传媒星城,兴宁,4室 2厅 2卫,7552 元/m²,131.1平方米,2015年,南,低层(共32层),毛坯,有,22.855959,108.374308
荣和五象学府,良庆,3室 2厅 1卫,12375 元/m²,80平方米,2019年,南,中层(共30层),精装修,有,22.714722,108.391836
碧水天和,良庆,3室 2厅 2卫,15651 元/m²,134.2平方米,2014年,南,中层(共31层),精装修,有,22.78085,108.381583
龙光玖珑郡(商住楼),良庆,2室 1厅 1卫,9375 元/m²,32平方米,2019年,南北,中层(共29层),精装修,有,22.709979,108.391678
祖龙ACMALL,良庆,1室 1厅 1卫,11226 元/m²,45.4平方米,2019年,南北,中层(共27层),精装修,有,22.729125,108.343543
金悦澜湾,良庆,3室 2厅 2卫,8997 元/m²,101.7平方米,2017年,南北,中层(共31层),精装修,有,22.774496,108.328422
彰泰郡,良庆,3室 2厅 2卫,12013 元/m²,85.7平方米,2019年,南,中层(共20层),精装修,有,22.711759,108.388449
龙光玖誉湖,良庆,4室 2厅 2卫,10667 元/m²,90平方米,2017年,南北,高层(共31层),精装修,有,22.753807,108.414953
万科金域中央,良庆,3室 2厅 2卫,11916 元/m²,96.5平方米,2018年,南北,中层(共30层),精装修,有,22.758951,108.387577
祖龙ACMALL,良庆,2室 2厅 1卫,10161 元/m²,62平方米,2017年,南北,中层(共33层),精装修,有,22.729125,108.343543
龙光玖珑郡(商住楼),良庆,2室 2厅 1卫,10000 元/m²,32平方米,2018年,南北,中层(共28层),毛坯,有,22.709979,108.391678
祖龙ACMALL,良庆,1室 1厅 1卫,9087 元/m²,41.8平方米,2018年,南北,中层(共27层),精装修,有,22.729125,108.343543
祖龙ACMALL,良庆,2室 1厅 1卫,10989 元/m²,57.3平方米,2017年,南北,中层(共32层),精装修,有,22.729125,108.343543
天誉城,良庆,3室 2厅 2卫,10112 元/m²,89平方米,2018年,南,中层(共28层),精装修,有,22.760517,108.430069
盛邦珑湖,良庆,3室 2厅 2卫,14092 元/m²,92.3平方米,2017年,南,中层(共32层),毛坯,有,22.744119,108.364257
合景天汇广场,良庆,4室 2厅 2卫,15852 元/m²,119.9平方米,2015年,南北,低层(共31层),精装修,有,22.735053,108.387344
阳光新城碧涛苑,良庆,3室 2厅 2卫,8633 元/m²,109.5平方米,2007年,南,高层(共6层),精装修,无,22.762021,108.337071
万科魅力之城,良庆,4室 2厅 2卫,17805 元/m²,92.7平方米,2016年,南,中层(共35层),精装修,有,22.726621,108.397472
绿地国际花都,良庆,3室 2厅 2卫,17040 元/m²,91平方米,2015年,南,高层(共38层),毛坯,有,22.728173,108.390559
荣和五象学府,良庆,4室 2厅 2卫,10102 元/m²,98平方米,2019年,南北,中层(共21层),精装修,有,22.714722,108.391836
印象愉景湾,良庆,3室 2厅 2卫,8961 元/m²,97.7平方米,2016年,南北,中层(共32层),精装修,有,22.687785,108.404978
印象愉景湾,良庆,4室 2厅 2卫,9955 元/m²,110.5平方米,2018年,南北,中层(共30层),精装修,有,22.687785,108.404978
恒大绿洲,良庆,3室 2厅 2卫,11001 元/m²,115.4平方米,2012年,南,中层(共11层),精装修,有,22.766675,108.351816
盛邦珑悦,良庆,4室 2厅 2卫,9524 元/m²,105平方米,2018年,南,高层(共33层),精装修,有,22.753261,108.425302
万科金域中央,良庆,4室 2厅 2卫,13808 元/m²,143.4平方米,2018年,南北,中层(共50层),精装修,有,22.758951,108.387577
新加坡城东区,良庆,3室 2厅 2卫,9058 元/m²,138平方米,2010年,南,中层(共18层),精装修,有,22.771582,108.336307
阳光新城碧涛苑,良庆,2室 2厅 1卫,9733 元/m²,75平方米,2006年,南,中层(共6层),简单装修,无,22.762021,108.337071
西津小区,良庆,3室 2厅 1卫,7500 元/m²,100平方米,2010年,南,高层(共8层),简单装修,有,22.765172,108.327734
彰泰城,良庆,1室 1厅 1卫,11965 元/m²,43.5平方米,2019年,南北,中层(共32层),精装修,有,22.77259,108.395976
合景天汇广场,良庆,4室 2厅 2卫,15940 元/m²,122.3平方米,2016年,北,高层(共46层),精装修,有,22.735053,108.387344
印象愉景湾,良庆,3室 2厅 2卫,9329 元/m²,91.3平方米,2016年,南北,高层(共32层),精装修,有,22.687785,108.404978
印象愉景湾,良庆,3室 2厅 2卫,8980 元/m²,96.9平方米,2017年,南北,低层(共31层),精装修,有,22.687785,108.404978
印象愉景湾,良庆,3室 2厅 2卫,10215 元/m²,95平方米,2018年,南,中层(共28层),豪华装修,有,22.687785,108.404978
华润二十四城,良庆,3室 2厅 1卫,19430 元/m²,84.9平方米,2015年,东,高层(共33层),毛坯,有,22.730928,108.390628
